timestamp,station_id,lat,lon,rain_mm,water_level_cm,label
2024-01-01 00:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.49,0
2024-01-01 01:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.18,0
2024-01-01 02:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.1,0
2024-01-01 03:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.99,0
2024-01-01 04:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.06,0
2024-01-01 05:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.59,0
2024-01-01 06:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.7,0
2024-01-01 07:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.94,0
2024-01-01 08:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.5,0
2024-01-01 09:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.44,0
2024-01-01 10:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.03,0
2024-01-01 11:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.09,0
2024-01-01 12:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.2,0
2024-01-01 13:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.73,0
2024-01-01 14:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.67,0
2024-01-01 15:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.36,0
2024-01-01 16:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.95,0
2024-01-01 17:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.19,0
2024-01-01 18:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.98,0
2024-01-01 19:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.45,0
2024-01-01 20:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.34,0
2024-01-01 21:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.26,0
2024-01-01 22:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.85,0
2024-01-01 23:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.43,0
2024-01-02 00:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.44,0
2024-01-02 01:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.88,0
2024-01-02 02:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.92,0
2024-01-02 03:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.39,0
2024-01-02 04:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.77,0
2024-01-02 05:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.75,0
2024-01-02 06:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.5,0
2024-01-02 07:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.2,0
2024-01-02 08:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.98,0
2024-01-02 09:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.93,0
2024-01-02 10:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.83,0
2024-01-02 11:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.91,0
2024-01-02 12:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.76,0
2024-01-02 13:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.62,0
2024-01-02 14:00:00,HN_CENTER_01,21.0278,105.8342,0.0,102.05,0
2024-01-02 15:00:00,HN_CENTER_01,21.0278,105.8342,0.0,102.39,0
2024-01-02 16:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.69,0
2024-01-02 17:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.69,0
2024-01-02 18:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.42,0
2024-01-02 19:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.13,0
2024-01-02 20:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.12,0
2024-01-02 21:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.92,0
2024-01-02 22:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.97,0
2024-01-02 23:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.42,0
2024-01-03 00:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.62,0
2024-01-03 01:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.07,0
2024-01-03 02:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.6,0
2024-01-03 03:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.01,0
2024-01-03 04:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.98,0
2024-01-03 05:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.75,0
2024-01-03 06:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.39,0
2024-01-03 07:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.94,0
2024-01-03 08:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.85,0
2024-01-03 09:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.37,0
2024-01-03 10:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.97,0
2024-01-03 11:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.49,0
2024-01-03 12:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.71,0
2024-01-03 13:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.78,0
2024-01-03 14:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.95,0
2024-01-03 15:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.64,0
2024-01-03 16:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.06,0
2024-01-03 17:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.43,0
2024-01-03 18:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.4,0
2024-01-03 19:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.67,0
2024-01-03 20:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.2,0
2024-01-03 21:00:00,HN_CENTER_01,21.0278,105.8342,0.0,101.73,0
2024-01-03 22:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.48,0
2024-01-03 23:00:00,HN_CENTER_01,21.0278,105.8342,0.0,100.09,0
2024-01-04 00:00:00,HN_CENTER_01,21.0278,105.8342,8.45,99.68,0
2024-01-04 01:00:00,HN_CENTER_01,21.0278,105.8342,0.0,98.68,0
2024-01-04 02:00:00,HN_CENTER_01,21.0278,105.8342,0.0,98.65,0
2024-01-04 03:00:00,HN_CENTER_01,21.0278,105.8342,0.0,99.05,0
2024-01-04 04:00:00,HN_CENTER_01,21.0278,105.8342,0.0,98.56,0
2024-01-04 05:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.59,0
2024-01-04 06:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.14,0
2024-01-04 07:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.05,0
2024-01-04 08:00:00,HN_CENTER_01,21.0278,105.8342,0.0,96.93,0
2024-01-04 09:00:00,HN_CENTER_01,21.0278,105.8342,0.0,96.92,0
2024-01-04 10:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.12,0
2024-01-04 11:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.11,0
2024-01-04 12:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.54,0
2024-01-04 13:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.02,0
2024-01-04 14:00:00,HN_CENTER_01,21.0278,105.8342,0.0,96.83,0
2024-01-04 15:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.07,0
2024-01-04 16:00:00,HN_CENTER_01,21.0278,105.8342,0.0,97.16,0
2024-01-04 17:00:00,HN_CENTER_01,21.0278,105.8342,0.0,98.03,0
